Idade,Saida,FrequenciaViagem,TaxaDiaria,Departamento,DistanciaCasa,Escolaridade,AreaFormacao,SatisfacaoAmbiente,Genero,TaxaHora,EnvolvimentoCargo,NivelCargo,Cargo,SatisfacaoCargo,EstadoCivil,RendimentoMensal,TaxaMensal,NumEmpresasAnteriores,HorasExtra,PercentAumentoSalarial,AvaliacaoDesempenho,SatisfacaoRelacionamento,NivelOpcaoAccoes,AnosExperienciaTotal,FormacaoUltimoAno,EquilibrioVidaTrabalho,AnosNaEmpresa,AnosNoCargoActual,AnosDesdeUltimaPromocao,AnosComGestorActual,SatisfacaoAmbiente_Texto,SatisfacaoCargo_Texto,EnvolvimentoCargo_Texto,SatisfacaoRelacionamento_Texto,EquilibrioVidaTrabalho_Texto,AvaliacaoDesempenho_Texto,Escolaridade_Texto,RendimentoMensal_Log,FaixaEtaria,FaixaSalarial,FaixaDistancia,FaixaAntiguidade,SalarioPorNivel,EstagnacaoRelativa,ProporcaoCarreiraEmpresa,SatisfacaoMedia,PressaoTrabalho,RiscoSaida_Prob,RiscoSaida_Classe
59,0,Viaja Raramente,1435,Vendas,25,3,Ciencias da Vida,1,Feminino,99,3,3,Executivo de Vendas,1,Solteiro(a),7637,2354,7,Nao,11,3,4,0,28,3,2,21,16,7,9,Baixo,Baixo,Alto,Muito Alto,Regular,Excelente,Mestrado,8.940891,56-65,6k-10k,Muito Longe (21+),20+ anos,2545.6667,0.118644066,0.75,2.0,0,39.6,Alto
36,0,Viaja Raramente,1223,Investigacao e Desenvolvimento,8,3,Curso Tecnico,3,Feminino,59,3,3,Representante de Saude,3,Divorciado(a),10096,8202,1,Nao,13,3,2,3,17,2,3,17,14,12,8,Alto,Alto,Alto,Medio,Bom,Excelente,Mestrado,9.219994,36-45,10k-15k,Medio (6-10),11-20 anos,3365.3333,0.33333334,1.0,2.6666667,0,3.9,Medio
55,0,Viaja Raramente,836,Investigacao e Desenvolvimento,8,3,Medicina,4,Feminino,33,3,4,Gestor,3,Divorciado(a),14756,19730,2,Sim,14,3,3,3,21,2,3,5,0,0,2,Muito Alto,Alto,Alto,Alto,Bom,Excelente,Mestrado,9.599473,46-55,10k-15k,Medio (6-10),3-5 anos,3689.0,0.0,0.23809524,3.3333333,2,0.7,Baixo
36,0,Viaja Frequentemente,1195,Investigacao e Desenvolvimento,11,3,Ciencias da Vida,2,Masculino,95,2,2,Director de Producao,2,Solteiro(a),6499,22656,1,Nao,13,3,3,0,6,3,3,6,5,0,3,Medio,Medio,Medio,Alto,Bom,Excelente,Mestrado,8.779557,36-45,6k-10k,Longe (11-20),6-10 anos,3249.5,0.0,1.0,2.3333333,0,20.9,Alto
45,0,Viaja Raramente,1339,Investigacao e Desenvolvimento,7,3,Ciencias da Vida,2,Masculino,59,3,3,Investigador,1,Divorciado(a),9724,18787,2,Nao,17,3,3,1,25,2,3,1,0,0,0,Medio,Baixo,Alto,Alto,Bom,Excelente,Mestrado,9.182455,36-45,6k-10k,Medio (6-10),0-2 anos,3241.3333,0.0,0.04,2.0,0,8.9,Medio
35,0,Viaja Frequentemente,664,Investigacao e Desenvolvimento,1,3,Medicina,2,Masculino,79,3,1,Investigador,1,Casado(a),2194,5868,4,Nao,13,3,4,1,5,2,2,3,2,1,2,Medio,Baixo,Alto,Muito Alto,Regular,Excelente,Mestrado,7.6939373,26-35,Ate 3k,Perto (0-5),3-5 anos,2194.0,0.028571429,0.6,2.3333333,0,3.1,Medio
36,1,Viaja Raramente,318,Investigacao e Desenvolvimento,9,3,Medicina,4,Masculino,79,2,1,Investigador,3,Casado(a),3388,21777,0,Sim,17,3,1,1,2,0,2,1,0,0,0,Muito Alto,Alto,Medio,Baixo,Regular,Excelente,Mestrado,8.12829,36-45,3k-6k,Medio (6-10),0-2 anos,3388.0,0.0,0.5,2.6666667,3,95.6,Alto
59,0,Viaja Frequentemente,1225,Vendas,1,1,Ciencias da Vida,1,Feminino,57,2,2,Executivo de Vendas,3,Solteiro(a),5473,24668,7,Nao,11,3,4,0,20,2,2,4,3,1,3,Baixo,Alto,Medio,Muito Alto,Regular,Excelente,Abaixo da Licenciatura,8.607765,56-65,3k-6k,Perto (0-5),3-5 anos,2736.5,0.016949153,0.2,2.6666667,0,65.2,Alto
29,0,Viaja Raramente,1328,Investigacao e Desenvolvimento,2,3,Ciencias da Vida,3,Masculino,76,3,1,Investigador,2,Casado(a),2703,4956,0,Nao,23,4,4,1,6,3,3,5,4,0,4,Alto,Medio,Alto,Muito Alto,Bom,Excecional,Mestrado,7.9024873,26-35,Ate 3k,Perto (0-5),3-5 anos,2703.0,0.0,0.8333333,3.0,0,0.1,Baixo
31,0,Viaja Raramente,1082,Investigacao e Desenvolvimento,1,4,Medicina,3,Masculino,87,3,1,Investigador,2,Solteiro(a),2501,18775,1,Nao,17,3,2,0,1,4,3,1,1,1,0,Alto,Medio,Alto,Medio,Bom,Excelente,Doutoramento,7.824846,26-35,Ate 3k,Perto (0-5),0-2 anos,2501.0,0.032258064,1.0,2.3333333,0,25.6,Alto
32,0,Viaja Raramente,548,Investigacao e Desenvolvimento,1,3,Ciencias da Vida,2,Masculino,66,3,2,Investigador,2,Casado(a),6220,7346,1,Nao,17,3,2,2,10,3,3,10,4,0,9,Medio,Medio,Alto,Medio,Bom,Excelente,Mestrado,8.735686,26-35,6k-10k,Perto (0-5),6-10 anos,3110.0,0.0,1.0,2.0,0,0.2,Baixo
36,0,Viaja Raramente,132,Investigacao e Desenvolvimento,6,3,Ciencias da Vida,2,Feminino,55,4,1,Tecnico de Laboratorio,4,Casado(a),3038,22002,3,Nao,12,3,2,0,5,3,3,1,0,0,0,Medio,Muito Alto,Muito Alto,Medio,Bom,Excelente,Mestrado,8.019284,36-45,3k-6k,Medio (6-10),0-2 anos,3038.0,0.0,0.2,2.6666667,0,1.2,Baixo
31,0,Viaja Raramente,746,Investigacao e Desenvolvimento,8,4,Ciencias da Vida,3,Feminino,61,3,2,Director de Producao,4,Solteiro(a),4424,20682,1,Nao,23,4,4,0,11,2,3,11,7,1,8,Alto,Muito Alto,Alto,Muito Alto,Bom,Excecional,Doutoramento,8.395025,26-35,3k-6k,Medio (6-10),11-20 anos,2212.0,0.032258064,1.0,3.6666667,0,0.3,Baixo
35,0,Viaja Raramente,776,Vendas,1,4,Marketing,3,Masculino,32,2,2,Executivo de Vendas,1,Solteiro(a),4312,23016,0,Nao,14,3,2,0,16,2,3,15,13,2,8,Alto,Baixo,Medio,Medio,Bom,Excelente,Doutoramento,8.369389,26-35,3k-6k,Perto (0-5),11-20 anos,2156.0,0.057142857,0.9375,2.0,0,16.9,Medio
45,0,Viaja Raramente,193,Investigacao e Desenvolvimento,6,4,Outro,4,Masculino,52,3,3,Director de Investigacao,1,Casado(a),13245,15067,4,Sim,14,3,2,0,17,3,4,0,0,0,0,Muito Alto,Baixo,Alto,Medio,Excelente,Excelente,Doutoramento,9.491451,36-45,10k-15k,Medio (6-10),0-2 anos,4415.0,0.0,0.0,2.3333333,1,26.3,Alto
37,0,Viaja Raramente,397,Investigacao e Desenvolvimento,7,4,Medicina,1,Masculino,30,3,3,Director de Investigacao,3,Solteiro(a),13664,25258,4,Nao,13,3,1,0,16,3,4,5,2,0,2,Baixo,Alto,Alto,Baixo,Excelente,Excelente,Doutoramento,9.5225935,36-45,10k-15k,Medio (6-10),3-5 anos,4554.6665,0.0,0.3125,1.6666666,0,2.3,Baixo
46,0,Viaja Raramente,945,Recursos Humanos,5,2,Medicina,2,Masculino,80,3,2,Recursos Humanos,2,Divorciado(a),5021,10425,8,Sim,22,4,4,1,16,2,3,4,2,0,2,Medio,Medio,Alto,Muito Alto,Bom,Excecional,Licenciatura,8.521584,46-55,3k-6k,Perto (0-5),3-5 anos,2510.5,0.0,0.25,2.6666667,2,13.6,Medio
30,0,Viaja Raramente,852,Investigacao e Desenvolvimento,1,1,Ciencias da Vida,4,Masculino,55,2,2,Tecnico de Laboratorio,4,Casado(a),5126,15998,1,Sim,12,3,3,2,10,1,2,10,8,3,0,Muito Alto,Muito Alto,Medio,Alto,Regular,Excelente,Abaixo da Licenciatura,8.542276,26-35,3k-6k,Perto (0-5),6-10 anos,2563.0,0.1,1.0,3.6666667,3,15.8,Medio
35,0,Viaja Raramente,1214,Investigacao e Desenvolvimento,1,3,Medicina,2,Masculino,30,2,1,Investigador,3,Solteiro(a),2859,26278,1,Nao,18,3,1,0,6,3,3,6,4,0,4,Medio,Alto,Medio,Baixo,Bom,Excelente,Mestrado,7.9585767,26-35,Ate 3k,Perto (0-5),6-10 anos,2859.0,0.0,1.0,2.0,0,1.3,Baixo
55,0,Viaja Raramente,111,Vendas,1,2,Ciencias da Vida,1,Masculino,70,3,3,Executivo de Vendas,4,Casado(a),10239,18092,3,Nao,14,3,4,1,24,4,3,1,0,1,0,Baixo,Muito Alto,Alto,Muito Alto,Bom,Excelente,Licenciatura,9.234056,46-55,10k-15k,Perto (0-5),0-2 anos,3413.0,0.018181818,0.041666668,3.0,0,18.1,Medio
38,0,Sem Viagem,573,Investigacao e Desenvolvimento,6,3,Medicina,2,Feminino,79,1,2,Investigador,4,Divorciado(a),5329,15717,7,Sim,12,3,4,3,17,3,3,13,11,1,9,Medio,Muito Alto,Baixo,Muito Alto,Bom,Excelente,Mestrado,8.581106,36-45,3k-6k,Medio (6-10),11-20 anos,2664.5,0.02631579,0.7647059,3.3333333,2,2.0,Baixo
34,0,Viaja Raramente,1153,Investigacao e Desenvolvimento,1,2,Medicina,1,Masculino,94,3,2,Director de Producao,2,Casado(a),4325,17736,1,Nao,15,3,3,0,5,2,3,5,2,1,3,Baixo,Medio,Alto,Alto,Bom,Excelente,Licenciatura,8.372398,26-35,3k-6k,Perto (0-5),3-5 anos,2162.5,0.029411765,1.0,2.0,0,2.6,Baixo
56,0,Viaja Raramente,1400,Investigacao e Desenvolvimento,7,3,Ciencias da Vida,4,Masculino,49,1,3,Director de Producao,4,Solteiro(a),7260,21698,4,Nao,11,3,1,0,37,3,2,6,4,0,2,Muito Alto,Muito Alto,Baixo,Baixo,Regular,Excelente,Mestrado,8.890273,56-65,6k-10k,Medio (6-10),6-10 anos,2420.0,0.0,0.16216215,3.0,0,20.4,Alto
23,0,Viaja Raramente,541,Vendas,2,1,Curso Tecnico,3,Masculino,62,3,1,Representante de Vendas,1,Divorciado(a),2322,9518,3,Nao,13,3,3,1,3,3,3,0,0,0,0,Alto,Baixo,Alto,Alto,Bom,Excelente,Abaixo da Licenciatura,7.7506146,18-25,Ate 3k,Perto (0-5),0-2 anos,2322.0,0.0,0.0,2.3333333,0,62.9,Alto
51,0,Viaja Raramente,432,Investigacao e Desenvolvimento,9,4,Ciencias da Vida,4,Masculino,96,3,1,Tecnico de Laboratorio,4,Casado(a),2075,18725,3,Nao,23,4,2,2,10,4,3,4,2,0,3,Muito Alto,Muito Alto,Alto,Medio,Bom,Excecional,Doutoramento,7.6381984,46-55,Ate 3k,Medio (6-10),3-5 anos,2075.0,0.0,0.4,3.3333333,0,1.1,Baixo
30,0,Viaja Raramente,288,Investigacao e Desenvolvimento,2,3,Ciencias da Vida,3,Masculino,99,2,2,Representante de Saude,4,Casado(a),4152,15830,1,Nao,19,3,1,3,11,3,3,11,10,10,8,Alto,Muito Alto,Medio,Baixo,Bom,Excelente,Mestrado,8.331586,26-35,3k-6k,Perto (0-5),11-20 anos,2076.0,0.33333334,1.0,2.6666667,0,0.3,Baixo
46,1,Viaja Raramente,669,Vendas,9,2,Medicina,3,Masculino,64,2,3,Executivo de Vendas,4,Solteiro(a),9619,13596,1,Nao,16,3,4,0,9,3,3,9,8,4,7,Alto,Muito Alto,Medio,Muito Alto,Bom,Excelente,Licenciatura,9.171599,46-55,6k-10k,Medio (6-10),6-10 anos,3206.3333,0.08695652,1.0,3.6666667,0,84.9,Alto
40,0,Viaja Frequentemente,530,Investigacao e Desenvolvimento,1,4,Ciencias da Vida,3,Masculino,78,2,4,Representante de Saude,2,Casado(a),13503,14115,1,Nao,22,4,4,1,22,3,2,22,3,11,11,Alto,Medio,Medio,Muito Alto,Regular,Excecional,Doutoramento,9.510741,36-45,10k-15k,Perto (0-5),20+ anos,3375.75,0.275,1.0,3.0,0,1.2,Baixo
51,0,Viaja Raramente,632,Vendas,21,4,Marketing,3,Masculino,71,3,2,Executivo de Vendas,4,Solteiro(a),5441,8423,0,Sim,22,4,4,0,11,2,1,10,7,1,0,Alto,Muito Alto,Alto,Muito Alto,Mau,Excecional,Doutoramento,8.601902,46-55,3k-6k,Muito Longe (21+),6-10 anos,2720.5,0.019607844,0.90909094,3.6666667,4,29.4,Alto
30,0,Viaja Raramente,1334,Vendas,4,2,Medicina,3,Feminino,63,2,2,Executivo de Vendas,2,Divorciado(a),5209,19760,1,Sim,12,3,2,3,11,4,2,11,8,2,7,Alto,Medio,Medio,Medio,Regular,Excelente,Licenciatura,8.558335,26-35,3k-6k,Perto (0-5),11-20 anos,2604.5,0.06666667,1.0,2.3333333,3,11.0,Medio
46,0,Viaja Frequentemente,638,Investigacao e Desenvolvimento,1,3,Medicina,3,Masculino,40,2,3,Representante de Saude,1,Casado(a),10673,3142,2,Sim,13,3,3,1,21,5,2,10,9,9,5,Alto,Baixo,Medio,Alto,Regular,Excelente,Mestrado,9.275566,46-55,10k-15k,Perto (0-5),6-10 anos,3557.6667,0.19565217,0.47619048,2.3333333,3,14.0,Medio
32,0,Viaja Raramente,1093,Vendas,6,4,Medicina,2,Masculino,87,3,2,Executivo de Vendas,3,Solteiro(a),5010,24301,1,Nao,16,3,1,0,12,0,3,11,8,5,7,Medio,Alto,Alto,Baixo,Bom,Excelente,Doutoramento,8.519391,26-35,3k-6k,Medio (6-10),11-20 anos,2505.0,0.15625,0.9166667,2.0,0,44.3,Alto
54,0,Viaja Raramente,1217,Investigacao e Desenvolvimento,2,4,Curso Tecnico,1,Feminino,60,3,3,Director de Investigacao,3,Casado(a),13549,24001,9,Nao,12,3,1,1,16,5,1,4,3,0,3,Baixo,Alto,Alto,Baixo,Mau,Excelente,Doutoramento,9.514142,46-55,10k-15k,Perto (0-5),3-5 anos,4516.3335,0.0,0.25,1.6666666,0,4.7,Medio
24,0,Viaja Raramente,1353,Vendas,3,2,Outro,1,Feminino,33,3,2,Executivo de Vendas,3,Casado(a),4999,17519,0,Nao,21,4,1,1,4,2,2,3,2,0,2,Baixo,Alto,Alto,Baixo,Regular,Excecional,Licenciatura,8.517193,18-25,3k-6k,Perto (0-5),3-5 anos,2499.5,0.0,0.75,1.6666666,0,12.0,Medio
28,0,Sem Viagem,120,Vendas,4,3,Medicina,2,Masculino,43,3,2,Executivo de Vendas,3,Casado(a),4221,8863,1,Nao,15,3,2,0,5,3,4,5,4,0,4,Medio,Alto,Alto,Medio,Excelente,Excelente,Mestrado,8.348064,26-35,3k-6k,Perto (0-5),3-5 anos,2110.5,0.0,1.0,2.3333333,0,0.3,Baixo
58,0,Viaja Raramente,682,Vendas,10,4,Medicina,4,Masculino,37,3,4,Executivo de Vendas,3,Solteiro(a),13872,24409,0,Nao,13,3,3,0,38,1,2,37,10,1,8,Muito Alto,Alto,Alto,Alto,Regular,Excelente,Doutoramento,9.5377,56-65,10k-15k,Medio (6-10),20+ anos,3468.0,0.01724138,0.9736842,3.3333333,0,17.3,Medio
44,0,Sem Viagem,489,Investigacao e Desenvolvimento,23,3,Medicina,2,Masculino,67,3,2,Tecnico de Laboratorio,2,Casado(a),2042,25043,4,Nao,12,3,3,1,17,3,4,3,2,1,2,Medio,Medio,Alto,Alto,Excelente,Excelente,Mestrado,7.6221747,36-45,Ate 3k,Muito Longe (21+),3-5 anos,1021.0,0.022727273,0.1764706,2.3333333,0,5.7,Medio
37,1,Viaja Raramente,807,Recursos Humanos,6,4,Recursos Humanos,3,Masculino,63,3,1,Recursos Humanos,1,Divorciado(a),2073,23648,4,Sim,22,4,4,0,7,3,3,3,2,0,2,Alto,Baixo,Alto,Muito Alto,Bom,Excecional,Doutoramento,7.637234,36-45,Ate 3k,Medio (6-10),3-5 anos,2073.0,0.0,0.42857143,2.6666667,2,95.1,Alto
32,0,Viaja Raramente,827,Investigacao e Desenvolvimento,1,1,Ciencias da Vida,4,Masculino,71,3,1,Investigador,1,Solteiro(a),2956,15178,1,Nao,13,3,4,0,1,2,3,1,0,0,0,Muito Alto,Baixo,Alto,Muito Alto,Bom,Excelente,Abaixo da Licenciatura,7.9919305,26-35,Ate 3k,Perto (0-5),0-2 anos,2956.0,0.0,1.0,3.0,0,1.9,Baixo
20,1,Viaja Frequentemente,871,Investigacao e Desenvolvimento,6,3,Ciencias da Vida,4,Feminino,66,2,1,Tecnico de Laboratorio,4,Solteiro(a),2926,19783,1,Sim,18,3,2,0,1,5,3,1,0,1,0,Muito Alto,Muito Alto,Medio,Medio,Bom,Excelente,Mestrado,7.9817333,18-25,Ate 3k,Medio (6-10),0-2 anos,2926.0,0.05,1.0,3.3333333,2,96.0,Alto
34,0,Viaja Raramente,665,Investigacao e Desenvolvimento,6,4,Outro,1,Feminino,41,3,2,Investigador,3,Solteiro(a),4809,12482,1,Nao,14,3,3,0,16,3,3,16,13,2,10,Baixo,Alto,Alto,Alto,Bom,Excelente,Doutoramento,8.478453,26-35,3k-6k,Medio (6-10),11-20 anos,2404.5,0.05882353,1.0,2.3333333,0,1.0,Baixo
37,0,Sem Viagem,1040,Investigacao e Desenvolvimento,2,2,Ciencias da Vida,3,Masculino,100,2,2,Representante de Saude,4,Divorciado(a),5163,15850,5,Nao,14,3,4,1,17,2,4,1,0,0,0,Alto,Muito Alto,Medio,Muito Alto,Excelente,Excelente,Licenciatura,8.549467,36-45,3k-6k,Perto (0-5),0-2 anos,2581.5,0.0,0.05882353,3.6666667,0,0.8,Baixo
59,0,Sem Viagem,1420,Recursos Humanos,2,4,Recursos Humanos,3,Feminino,32,2,5,Gestor,4,Casado(a),18844,21922,9,Nao,21,4,4,1,30,3,3,3,2,2,2,Alto,Muito Alto,Medio,Muito Alto,Bom,Excecional,Doutoramento,9.844003,56-65,Acima 15k,Perto (0-5),3-5 anos,3768.8,0.033898305,0.1,3.6666667,0,0.3,Baixo
50,0,Viaja Frequentemente,1115,Investigacao e Desenvolvimento,1,3,Ciencias da Vida,1,Feminino,73,3,5,Director de Investigacao,2,Casado(a),18172,9755,3,Sim,19,3,1,0,28,1,2,8,3,0,7,Baixo,Medio,Alto,Baixo,Regular,Excelente,Mestrado,9.807693,46-55,Acima 15k,Perto (0-5),6-10 anos,3634.4,0.0,0.2857143,1.3333334,3,39.8,Alto
25,1,Viaja Raramente,240,Vendas,5,3,Marketing,3,Masculino,46,2,2,Executivo de Vendas,3,Solteiro(a),5744,26959,1,Sim,11,3,4,0,6,1,3,6,4,0,3,Alto,Alto,Medio,Muito Alto,Bom,Excelente,Mestrado,8.656085,18-25,3k-6k,Perto (0-5),6-10 anos,2872.0,0.0,1.0,3.3333333,2,92.9,Alto
25,0,Viaja Raramente,1280,Investigacao e Desenvolvimento,7,1,Medicina,4,Masculino,64,2,1,Investigador,4,Casado(a),2889,26897,1,Nao,11,3,3,2,2,2,3,2,2,2,1,Muito Alto,Muito Alto,Medio,Alto,Bom,Excelente,Abaixo da Licenciatura,7.969012,18-25,Ate 3k,Medio (6-10),0-2 anos,2889.0,0.08,1.0,3.6666667,0,1.9,Baixo
22,0,Viaja Raramente,534,Investigacao e Desenvolvimento,15,3,Medicina,2,Feminino,59,3,1,Tecnico de Laboratorio,4,Solteiro(a),2871,23785,1,Nao,15,3,3,0,1,5,3,0,0,0,0,Medio,Muito Alto,Alto,Alto,Bom,Excelente,Mestrado,7.962764,18-25,Ate 3k,Longe (11-20),0-2 anos,2871.0,0.0,0.0,3.0,0,37.2,Alto
51,0,Viaja Frequentemente,1456,Investigacao e Desenvolvimento,1,4,Medicina,1,Feminino,30,2,3,Representante de Saude,1,Solteiro(a),7484,25796,3,Nao,20,4,3,0,23,1,2,13,12,12,8,Baixo,Baixo,Medio,Alto,Regular,Excecional,Doutoramento,8.920656,46-55,6k-10k,Perto (0-5),11-20 anos,2494.6667,0.23529412,0.5652174,1.6666666,0,42.3,Alto
34,1,Viaja Frequentemente,658,Investigacao e Desenvolvimento,7,3,Ciencias da Vida,1,Masculino,66,1,2,Tecnico de Laboratorio,3,Solteiro(a),6074,22887,1,Sim,24,4,4,0,9,3,3,9,7,0,6,Baixo,Alto,Baixo,Muito Alto,Bom,Excecional,Mestrado,8.711937,26-35,6k-10k,Medio (6-10),6-10 anos,3037.0,0.0,1.0,2.6666667,2,94.8,Alto
54,0,Sem Viagem,142,Recursos Humanos,26,3,Recursos Humanos,4,Feminino,30,4,4,Gestor,4,Solteiro(a),17328,13871,2,Sim,12,3,3,0,23,3,3,5,3,4,4,Muito Alto,Muito Alto,Muito Alto,Alto,Bom,Excelente,Mestrado,9.760137,46-55,Acima 15k,Muito Longe (21+),3-5 anos,4332.0,0.074074075,0.2173913,3.6666667,2,9.6,Medio
24,0,Viaja Raramente,1127,Investigacao e Desenvolvimento,18,1,Ciencias da Vida,2,Masculino,52,3,1,Tecnico de Laboratorio,3,Casado(a),2774,13257,0,Nao,12,3,3,1,6,2,3,5,3,1,2,Medio,Alto,Alto,Alto,Bom,Excelente,Abaixo da Licenciatura,7.9284062,18-25,Ate 3k,Longe (11-20),3-5 anos,2774.0,0.041666668,0.8333333,2.6666667,0,2.9,Baixo
34,0,Viaja Raramente,1031,Investigacao e Desenvolvimento,6,4,Ciencias da Vida,3,Feminino,45,2,2,Investigador,2,Divorciado(a),4505,15000,6,Nao,15,3,3,1,12,3,3,1,0,0,0,Alto,Medio,Medio,Alto,Bom,Excelente,Doutoramento,8.413165,26-35,3k-6k,Medio (6-10),0-2 anos,2252.5,0.0,0.083333336,2.6666667,0,2.0,Baixo
37,0,Viaja Raramente,1189,Vendas,3,3,Ciencias da Vida,3,Masculino,87,3,3,Executivo de Vendas,4,Solteiro(a),7428,14506,2,Nao,12,3,1,0,12,3,3,5,3,1,3,Alto,Muito Alto,Alto,Baixo,Bom,Excelente,Mestrado,8.913147,36-45,6k-10k,Perto (0-5),3-5 anos,2476.0,0.027027028,0.41666666,2.6666667,0,0.6,Baixo
34,0,Viaja Raramente,1354,Investigacao e Desenvolvimento,5,3,Medicina,3,Feminino,45,2,3,Gestor,1,Solteiro(a),11631,5615,2,Nao,12,3,4,0,14,6,3,11,10,5,8,Alto,Baixo,Medio,Muito Alto,Bom,Excelente,Mestrado,9.361515,26-35,10k-15k,Perto (0-5),11-20 anos,3877.0,0.14705883,0.78571427,2.6666667,0,1.3,Baixo
36,0,Viaja Frequentemente,1467,Vendas,11,2,Curso Tecnico,2,Feminino,92,3,3,Executivo de Vendas,4,Casado(a),9738,22952,0,Nao,14,3,3,1,10,6,3,9,7,2,8,Medio,Muito Alto,Alto,Alto,Bom,Excelente,Licenciatura,9.183894,36-45,6k-10k,Longe (11-20),6-10 anos,3246.0,0.055555556,0.9,3.0,0,11.1,Medio
36,0,Viaja Raramente,922,Investigacao e Desenvolvimento,3,2,Ciencias da Vida,1,Feminino,39,3,1,Tecnico de Laboratorio,4,Divorciado(a),2835,2561,5,Nao,22,4,1,1,7,2,3,1,0,0,0,Baixo,Muito Alto,Alto,Baixo,Bom,Excecional,Licenciatura,7.95015,36-45,Ate 3k,Perto (0-5),0-2 anos,2835.0,0.0,0.14285715,2.0,0,16.5,Medio
43,0,Viaja Frequentemente,394,Vendas,26,2,Ciencias da Vida,3,Masculino,92,3,4,Gestor,4,Casado(a),16959,19494,1,Sim,12,3,4,2,25,3,4,25,12,4,12,Alto,Muito Alto,Alto,Muito Alto,Excelente,Excelente,Licenciatura,9.738613,36-45,Acima 15k,Muito Longe (21+),20+ anos,4239.75,0.093023255,1.0,3.6666667,1,6.9,Medio
30,0,Viaja Frequentemente,1312,Investigacao e Desenvolvimento,23,3,Ciencias da Vida,1,Masculino,96,1,1,Investigador,3,Divorciado(a),2613,22310,1,Nao,25,4,3,3,10,2,2,10,7,0,9,Baixo,Alto,Baixo,Alto,Regular,Excecional,Mestrado,7.868637,26-35,Ate 3k,Muito Longe (21+),6-10 anos,2613.0,0.0,1.0,2.3333333,0,20.8,Alto
33,0,Sem Viagem,750,Vendas,22,2,Marketing,3,Masculino,95,3,2,Executivo de Vendas,2,Casado(a),6146,15480,0,Nao,13,3,1,1,8,2,4,7,7,0,7,Alto,Medio,Alto,Baixo,Excelente,Excelente,Licenciatura,8.72372,26-35,6k-10k,Muito Longe (21+),6-10 anos,3073.0,0.0,0.875,2.0,0,2.5,Baixo
56,1,Viaja Raramente,441,Investigacao e Desenvolvimento,14,4,Ciencias da Vida,2,Feminino,72,3,1,Investigador,2,Casado(a),4963,4510,9,Sim,18,3,1,3,7,2,3,5,4,4,3,Medio,Medio,Alto,Baixo,Bom,Excelente,Doutoramento,8.509967,56-65,3k-6k,Longe (11-20),3-5 anos,4963.0,0.071428575,0.71428573,1.6666666,2,97.6,Alto
51,0,Viaja Raramente,684,Investigacao e Desenvolvimento,6,3,Ciencias da Vida,1,Masculino,51,3,5,Director de Investigacao,3,Solteiro(a),19537,6462,7,Nao,13,3,3,0,23,5,3,20,18,15,15,Baixo,Alto,Alto,Alto,Bom,Excelente,Mestrado,9.880116,46-55,Acima 15k,Medio (6-10),11-20 anos,3907.4,0.29411766,0.8695652,2.3333333,0,4.5,Medio
31,1,Viaja Raramente,249,Vendas,6,4,Ciencias da Vida,2,Masculino,76,1,2,Executivo de Vendas,3,Casado(a),6172,20739,4,Sim,18,3,2,0,12,3,2,7,7,7,7,Medio,Alto,Baixo,Medio,Regular,Excelente,Doutoramento,8.727941,26-35,6k-10k,Medio (6-10),6-10 anos,3086.0,0.22580644,0.5833333,2.3333333,3,98.9,Alto
26,0,Viaja Raramente,841,Investigacao e Desenvolvimento,6,3,Outro,3,Feminino,46,2,1,Investigador,2,Casado(a),2368,23300,1,Nao,19,3,3,0,5,3,2,5,4,4,3,Alto,Medio,Medio,Alto,Regular,Excelente,Mestrado,7.770223,26-35,Ate 3k,Medio (6-10),3-5 anos,2368.0,0.15384616,1.0,2.6666667,0,43.1,Alto
58,1,Viaja Raramente,147,Investigacao e Desenvolvimento,23,4,Medicina,4,Feminino,94,3,3,Representante de Saude,4,Casado(a),10312,3465,1,Nao,12,3,4,1,40,3,2,40,10,15,6,Muito Alto,Muito Alto,Alto,Muito Alto,Regular,Excelente,Doutoramento,9.24116,56-65,10k-15k,Muito Longe (21+),20+ anos,3437.3333,0.25862068,1.0,4.0,0,92.9,Alto
19,1,Viaja Raramente,528,Vendas,22,1,Marketing,4,Masculino,50,3,1,Representante de Vendas,3,Solteiro(a),1675,26820,1,Sim,19,3,4,0,0,2,2,0,0,0,0,Muito Alto,Alto,Alto,Muito Alto,Regular,Excelente,Abaixo da Licenciatura,7.4241652,18-25,Ate 3k,Muito Longe (21+),0-2 anos,1675.0,0.0,0.0,3.6666667,3,99.9,Alto
22,0,Viaja Raramente,594,Investigacao e Desenvolvimento,2,1,Curso Tecnico,3,Masculino,100,3,1,Tecnico de Laboratorio,4,Casado(a),2523,19299,0,Nao,14,3,3,1,3,2,3,2,1,2,1,Alto,Muito Alto,Alto,Alto,Bom,Excelente,Abaixo da Licenciatura,7.8336,18-25,Ate 3k,Perto (0-5),0-2 anos,2523.0,0.09090909,0.6666667,3.3333333,0,19.9,Alto
49,0,Viaja Raramente,470,Investigacao e Desenvolvimento,20,4,Medicina,3,Feminino,96,3,2,Director de Producao,1,Casado(a),6567,5549,1,Nao,14,3,3,0,16,2,2,15,11,5,11,Alto,Baixo,Alto,Alto,Regular,Excelente,Doutoramento,8.789965,46-55,6k-10k,Longe (11-20),11-20 anos,3283.5,0.10204082,0.9375,2.3333333,0,10.6,Medio
